i,t
1821918,1
1821919,1
1821974,0
1822043,1
1822187,1
1822277,1
1822568,1
1822628,1
1822716,1
1822873,1
1822874,1
1822952,1
1823039,1
1823077,1
1823448,1
1823458,1
1823466,1
1823495,1
1823719,1
1824007,1
1824010,1
1824086,1
1824152,1
1824558,1
1824602,1
1824697,1
1824760,1
1824762,1
1824776,1
1824813,1
1825023,1
1825463,12
1825494,1
1825596,1
1825682,1
1825696,1
1825749,1
1825887,2
1825936,1
1825938,1
1825951,1
1825978,1
1826024,1
1826043,1
1826379,1
1826527,1
1826583,1
1826585,1
1827006,1
1827013,1
1827066,1
1827267,1
1827449,1
1827475,1
1827589,1
1827618,1
1827680,1
1827779,1
1828017,1
1828026,1
1828105,1
1828248,1
1828252,1
1828356,1
1828404,1
1828466,1
1828477,1
1828575,1
1828592,1
1828833,1
1828890,1
1828894,1
1828901,1
1828949,1
1829080,1
1829548,1
1829587,1
1829794,1
1829958,1
1829959,1
1829990,1
1830007,1
1830054,1
1830080,1
1830224,1
1830250,1
1830267,1
1830427,1
1830512,1
1830675,1
1830748,1
1830756,1
1830830,1
1830835,1
1830864,1
1830993,1
1831337,1
1831467,1
1831505,1
1831686,1
1831752,1
1831964,1
1832173,1
1832194,1
1832203,1
1832216,1
1832380,1
1832381,1
1832517,1
1832540,1
1832743,1
1832850,1
1832851,1
1833117,1
1833164,1
1833165,1
1833233,1
1833269,1
1833289,1
1833366,1
1833462,1
1833601,1
1833707,1
1833810,1
1833830,1
1834043,1
1834148,1
1834318,1
1834436,1
1834582,0
1834599,1
1834766,1
1834792,1
1835033,1
1835094,1
1835169,1
1835203,6
1835308,1
1835520,1
1835523,1
1835552,1
1835676,1
1835710,1
1835960,1
1836105,12
1836181,1
1836283,1
1836319,1
1836440,1
1836453,1
1836457,1
1836519,1
1836533,1
1836580,1
1836996,1
1836999,1
1837001,1
1837108,1
1837267,1
1837387,10
1837542,1
1837653,7
1837659,1
1837746,1
1837881,1
1837941,1
1837943,1
1837944,1
1837981,1
1838077,1
1838156,1
1838438,1
1838583,1
1838667,1
1838841,1
1839101,1
1839194,1
1839640,1
1839720,1
1839807,1
1840015,1
1840027,1
1840245,1
1840248,1
1840296,1
1840364,1
1840505,1
1840958,1
1840961,3
1840980,1
1841057,1
1841074,1
1841080,1
1841330,1
1841357,1
1841446,1
1841621,1
1841680,1
1841683,1
1841923,1
1841994,1
1842143,8
1842195,1
1842357,1
1842382,1
1842513,1
1842539,1
1842547,1
1842660,1
1842714,1
1842775,1
1842829,1
1842840,1
1842905,1
1842965,1
1842982,1
1843245,1
1843367,1
1843382,1
1843389,1
1843390,1
1843898,1
1843915,1
1844119,1
1844171,1
1844199,1
1844500,11
1844704,1
1844959,1
1845118,1
1845119,1
1845145,1
1845871,1
1845935,1
1846085,1
1846179,1
1846234,1
1846336,1
1846412,1
1846505,1
1846559,1
1846653,1
1846775,1
1847174,1
1847182,1
1847201,1
1847240,1
1847252,1
1847271,1
1847642,1
1847728,1
1847897,1
1847908,1
1847956,1
1848055,1
1848104,1
1848355,1
1848377,1
1848445,1
1848584,1
1849325,1
1849416,1
1849455,1
1849700,1
1849806,1
1849841,1
1849889,1
1849923,1
1850027,1
1850299,1
1850375,1
1850483,1
1850617,1
1850625,1
1850721,1
1850803,1
1850810,1
1850857,1
1850920,1
1850921,1
1850963,1
1851091,1
1851117,1
1851138,1
1851141,1
1851457,1
1851537,1
1851781,1
1851832,1
1851982,1
1852207,1
1852586,1
1852625,1
1852714,1
1852787,1
1852846,1
1853133,1
1853287,1
1853349,1
1853443,1
1853585,1
1853617,1
1853635,1
1853669,1
1853704,1
1853729,1
1853788,1
1853987,1
1854101,1
1854161,1
1854244,1
1854364,1
1854371,1
1854687,1
1854791,1
1854863,1
1855014,1
1855148,1
1855211,1
1855328,1
1855580,1
1855711,1
1855824,1
1855912,1
1856167,1
1856223,1
1856412,1
1856669,1
1856938,1
1856944,1
1857105,1
1857120,1
1857141,1
1857160,1
1857173,1
1857432,1
1857650,1
1857681,1
1857863,1
1857896,1
1857901,1
1858323,1
1858344,1
1858377,1
1858389,1
1858397,1
1858596,1
1858638,1
1858801,1
1858849,1
1858946,1
1858973,1
1858983,1
1859080,1
1859109,1
1859160,1
1859312,1
1859427,1
1859436,1
1859468,1
1859620,1
1859761,1
1859805,1
1859825,1
1859900,10
1859940,1
1859943,1
1859957,1
1860136,1
1860196,1
1860203,1
1860220,1
1860304,1
1860357,1
1860365,1
1860375,1
1860492,1
1860533,1
1860551,1
1860851,1
1861007,1
1861019,1
1861068,1
1861110,1
1861142,1
1861209,1
1861216,1
1861226,1
1861275,1
1861296,1
1861556,1
1861883,1
1861941,1
1862007,1
1862009,1
1862106,1
1862371,1
1862402,1
1862456,1
1862893,1
1862947,1
1862993,1
1863076,1
1863186,1
1863201,1
1863203,1
1863407,1
1863444,1
1863544,11
1863560,1
1863603,1
1863703,1
1864234,1
1864250,1
1864268,1
1864329,1
1864364,1
1864375,1
1864452,1
1864544,1
1864736,1
1864742,1
1864960,1
1865148,1
1865354,1
1865985,1
1865986,1
1866128,1
1866142,1
1866200,1
1866213,1
1866227,1
1866299,1
1866445,9
1866449,1
1866634,1
1867210,1
1867443,1
1867485,1
1867524,1
1867693,1
1867730,3
1867919,1
1867955,1
1868133,1
1868172,1
1868441,1
1868943,1
1869012,1
1869055,1
1869086,1
1869087,1
1869149,1
1869281,1
1869508,1
1869522,1
1869532,1
1869538,1
1869564,1
1869607,1
1869701,1
1869809,1
1869952,5
1870072,1
1870142,1
1870339,1
1870341,1
1870521,1
1870639,1
1870731,1
1870760,1
1871006,1
1871065,1
1871481,3
1871538,1
1871548,1
1871638,1
1871767,1
1871849,1
1872002,1
1872101,1
1872185,1
1872210,1
1872217,1
1872258,1
1872343,1
1872563,1
1872705,1
1872737,1
1872879,1
1872892,1
1872909,1
1872976,1
1873007,1
1873086,1
1873242,1
1873245,1
1873495,1
1873523,1
1873647,1
1873712,1
1873781,1
1873792,1
1873846,1
1874041,1
1874043,1
1874057,1
1874150,1
1874289,1
1874388,1
1874410,1
1874430,1
1874445,1
1874542,1
1874645,1
1874676,1
1874760,1
1874763,1
1874765,1
1874803,1
1874860,1
1874921,1
1874958,1
1874961,1
1875389,1
1875405,1
1875886,1
1875918,1
1876082,1
1876129,1
1876444,1
1876620,1
1876711,1
1876793,1
1876823,1
1876868,1
1876869,1
1876906,1
1877050,1
1877051,1
1877220,1
1877253,1
1877267,1
1877298,1
1877350,1
1877393,1
1877427,6
1877550,1
1877551,1
1877571,1
1877575,1
1877576,1
1877801,1
1877913,1
1877917,1
1878207,1
1878209,1
1878620,1
1878749,1
1878985,1
1878989,1
1879028,1
1879081,1
1879088,1
1879130,1
1879279,1
1879280,1
1879564,1
1879573,1
1879579,1
1879608,1
1879724,1
1879736,1
1879744,1
1879908,1
1880044,1
1880146,1
1880271,1
1880458,1
1880494,1
1880513,1
1880763,1
1881124,1
1881208,1
1881309,1
1881585,1
1881610,1
1881665,1
1881777,1
1881812,1
1881909,1
1882067,1
1882089,1
1882147,1
1882375,1
1882428,1
1882440,1
1882465,1
1882515,1
1882528,1
1882547,1
1882750,1
1882850,1
1882929,1
1883014,1
1883143,1
1883207,1
1883221,7
1883374,1
1883389,1
1883481,1
1883691,1
1883740,1
1883764,1
1883766,1
1883783,1
1883868,1
1883881,1
1883955,1
1883961,1
1884022,1
1884116,1
1884501,1
1884525,1
1884538,1
1884571,1
1884824,1
1884851,1
1884885,1
1884932,1
1884974,1
1884984,1
1885022,1
1885034,1
1885166,1
1885286,1
1885347,1
1885397,1
1885405,1
1885432,1
1885482,1
1885487,1
1885493,1
1885744,1
1885803,1
1885824,1
1885845,1
1885915,1
1885920,1
1885926,1
1885929,1
1885963,1
1885969,1
1886016,1
1886113,1
1886208,1
1886225,1
1886231,1
1886368,1
1886370,1
1886387,1
1886402,1
1886429,1
1886437,1
1886509,1
1886510,1
1886537,1
1886565,1
1886660,1
1886696,1
1886742,1
1886757,1
1886799,1
1886851,1
1886852,1
1886882,1
1886910,1
1886930,1
1887047,1
1887052,1
1887174,1
1887261,1
1887358,1
1887415,1
1887416,1
1887581,1
1887620,2
1887633,1
1887775,1
1887825,1
1887891,1
1887922,1
1888155,1
1888197,1
1888244,1
1888262,1
1888366,1
1888373,1
1888447,1
1888543,1
1888576,1
1888623,1
1888684,1
1888692,1
1889065,1
1889195,1
1889506,1
1889823,1
1890052,1
1890062,1
1890066,1
1890150,1
1890151,1
1890265,1
1890551,1
1890596,1
1890748,1
1890800,1
1890838,1
1891173,1
1891296,1
1891367,1
1891575,1
1891809,1
1891850,1
1891936,1
1892096,1
1892386,1
1893073,1
1893263,1
1893305,1
1893408,1
1893616,1
1893623,1
1893873,1
1893885,1
1893945,1
1893946,1
1894007,1
1894008,1
1894009,1
1894239,1
1894524,1
1894576,1
1894843,1
1894895,1
1895103,1
1895125,1
1895130,1
1895208,1
1895519,1
1896113,1
1896146,1
1896610,1
1896748,1
1896986,1
1897009,1
1897215,1
1897245,1
1897247,1
1897299,1
1897529,1
1897600,1
1897938,1
1898049,1
1898184,1
1898200,1
1898243,1
1898251,1
1898291,1
1898381,1
1898459,1
1898535,1
1898692,1
1898693,1
1898979,1
1899119,1
1899376,1
1899456,1
1899522,1
1899598,1
1899626,1
1899718,1
1899848,1
1899961,1
1900276,1
1900286,1
1900321,1
1900345,1
1900595,1
1900689,1
1900725,1
1900729,1
1901089,1
1901446,1
1901522,1
1901604,1
1901711,1
1901902,1
1901961,1
1902041,1
1902156,1
1902253,1
1902257,1
1902271,1
1902272,1
1902388,1
1902434,1
1902490,1
1902511,1
1902833,1
1902898,1
1902951,1
1903154,1
1903239,1
1903258,1
1903376,1
1903461,1
1903475,1
1903710,1
1903834,1
1903852,1
1903941,1
1904009,1
1904017,1
1904428,1
1904578,1
1904644,1
1904707,1
1904879,1
1904950,1
1904959,1
1905009,1
1905020,1
1905072,1
1905110,1
1905210,1
1905253,1
1905308,1
1905504,1
1905505,1
1905540,1
1905691,1
1905732,1
1905756,1
1905979,1
1906086,1
1906097,1
1906240,1
1906314,1
1906318,1
1906345,1
1906365,1
1906549,1
1906846,1
1906987,1
1906988,1
1907004,1
1907040,1
1907048,1
1907064,1
1907103,1
1907196,1
1907198,1
1907292,1
1907412,1
1907433,1
1907498,1
1907538,1
1907588,1
1907903,1
1907910,1
1907969,1
1908064,1
1908084,1
1908432,1
1908454,1
1908457,1
1908548,1
1908563,1
1908605,1
1908727,1
1908811,1
1908841,1
1909021,1
1909055,1
1909125,1
1909129,1
1909359,1
1909382,1
1909527,1
1909535,1
1909692,1
1909702,1
1910001,1
1910098,1
1910383,1
1910412,1
1910423,1
1910576,1
1910579,1
1910656,1
1910754,1
1910873,1
1910887,1
1911202,1
1911226,1
1911249,1
1911327,1
1911329,1
1911347,1
1911384,1
1911416,1
1911419,1
1911577,1
1911747,1
1911765,1
1911971,1
1911977,1
1912060,1
1912076,1
1912077,1
1912078,1
1912154,1
1912221,1
1912268,1
1912361,1
1912382,1
1912421,1
1912568,1
1912590,1
1912605,1
1912758,1
1912786,1
1912797,1
1912802,1
1912806,1
1912833,1
1912978,1
1913074,1
1913179,1
1913192,1
1913297,1
1913397,1
1913399,1
1913411,1
1913440,1
1913584,1
1913644,13
1913665,1
1913683,1
1913835,1
1913945,1
1913956,1
1913978,1
1913989,1
1914095,1
1914316,1
1914344,1
1914365,1
1914509,1
1914612,1
1914622,1
1914736,1
1914990,1
1915026,1
1915065,1
1915071,1
1915104,1
1915371,1
1915431,1
1915460,1
1915737,1
1915842,1
1915976,1
1915992,1
1916094,1
1916152,1
1916196,1
1916231,1
1916249,1
1916369,1
1916372,1
1916384,1
1916510,1
1916512,1
1916697,1
1916719,1
1916776,1
1916833,1
1917239,1
1917336,1
1917527,1
1917640,1
1917696,1
1917710,1
1918015,1
1918191,1
1918459,1
1918564,1
1918685,1
1918721,1
1918786,1
1919045,1
1919169,1
1919494,1
1919790,1
1920305,1
1920625,1
1920835,1
1921107,2
1921153,1
1921215,1
1921628,1
1921887,1
1922122,1
1922809,1
1924259,1
1924351,1
1924571,1
1924644,1
1925224,1
1925813,1
1926887,1
1927126,1
1927524,1
1927569,1
1927582,1
1927621,1
1928136,1
1928267,1
1928312,1
1928816,1
1928832,1
1928833,1
1929094,1
1929097,1
1929101,1
1929306,1
1929314,1
1929330,1
1929645,1
1930041,1
1930088,1
1930384,1
1930387,1
1930409,1
1930410,1
1930629,1
1931183,1
1931481,1
1931963,1
1932165,1
1932199,1
1932414,1
1932693,1
1932920,1
1933189,6
1933190,2
1933676,1
1933863,1
1933909,1
1933998,1
1934004,7
1934870,1
1935245,1
1935283,1
1935320,1
1935853,1
1935854,1
1935870,1
1935890,8
1935911,1
1935971,1
1935985,1
1936074,1
1936254,1
1936267,1
1936318,1
1936425,1
1936770,1
1936805,1
1936816,1
1937040,1
1937077,1
1937097,1
1937107,1
1937311,1
1937316,1
1937329,1
1937375,1
1937531,1
1937547,1
1937569,1
1937573,1
1937581,1
1937670,1
1937701,1
1937736,1
1937751,1
1937961,1
1937981,1
1938027,1
1938084,1
1938235,1
1938478,1
1938555,1
1938696,1
1938885,1
1938898,1
1939095,1
1939156,1
1939227,1
1939232,1
1939246,1
1939275,1
1939303,1
1939321,1
1939362,1
1939377,1
1939735,1
1939751,1
1939882,1
1939973,1
1940037,1
1940073,1
1940152,1
1940324,1
1940356,1
1940434,1
1940711,9
1940756,1
1940880,1
1940943,1
1941092,1
1941288,1
1941351,1
1941352,1
1941366,1
1941401,1
1941440,1
1941464,1
1941478,1
1941488,1
1941498,1
1941882,1
1941938,1
1941972,1
1942124,1
1942183,1
1942184,1
1942234,1
1942577,1
1942644,1
1942697,1
1942906,1
1943000,8
1943202,1
1943214,1
1943307,1
1943398,1
1943572,1
1943607,1
1943965,1
1944032,1
1944327,1
1944933,1
1944941,1
1945627,1
1945678,1
1946158,1
1946162,1
1946268,1
1946470,1
1947106,1
1947123,1
1947134,1
1947179,1
1948949,1
1949286,1
1949336,1
1949507,1
1950497,1
1950642,1
1950648,1
1950653,1
1950683,1
1950709,1
1950877,5
1950893,10
1950987,1
1951945,1
1952119,1
1952182,1
1952323,1
1952860,1
1952959,1
1952978,1
1953028,1
1953288,1
1954285,1
1954994,1
1955285,1
1955311,1
1955568,1
1955677,1
1955757,1
1955798,1
1956045,1
1956353,1
1956402,1
1956935,14
1957059,1
1957065,1
1957312,1
1957316,1
1957765,1
1957833,1
1957939,1
1957997,1
1958068,1
1958259,1
1958336,1
1958415,1
1958735,1
1958795,1
1958937,1
1958972,1
1959008,1
1959219,1
1959313,1
1959714,1
1959738,1
1959871,1
1959907,1
1959937,1
1960109,1
1960264,1
1960353,1
1960360,1
1960543,1
1960666,1
1960668,1
1960725,1
1960755,1
1961102,1
1961122,1
1961724,1
1961781,1
1961795,1
1961868,1
1961872,1
1962018,1
1962029,1
1962062,1
1962110,1
1962202,1
1962214,1
1962216,1
1962414,1
1962494,1
1962698,1
1963001,1
1963456,1
1963653,1
1963924,1
1964003,1
1964011,1
1964260,1
1964286,1
1964354,1
1964371,1
1964727,1
1964753,1
1964780,1
1964839,1
1964889,1
1964946,1
1965432,1
1965497,1
1965557,1
1965829,1
1966351,1
1966728,1
1966969,1
1967003,1
1967204,1
1967515,1
1967739,1
1968264,1
1968459,1
1968488,1
1968874,1
1969019,1
1969101,1
1969114,1
1969157,1
1969495,1
1969578,1
1969948,1
1970179,1
1970379,1
1970417,1
1970487,1
1970501,1
1970605,1
1970616,1
1970637,1
1970652,1
1970656,1
1970685,1
1970724,1
1970982,1
1971038,1
1971068,1
1971134,1
1971162,1
1971298,1
1971359,1
1971423,1
1971480,1
1971508,1
1971551,1
1971808,1
1971826,1
1971991,1
1972053,1
1972307,1
1972365,1
1972378,1
1972413,1
1972531,1
1972743,15
1972744,1
1972793,1
1972799,1
1973001,1
1973085,1
1973091,1
1973132,1
1973137,1
1973150,1
1973161,1
1973317,1
1973352,1
1973384,1
1973412,1
1973485,1
1973697,1
1973709,1
1973878,1
1974118,1
1974199,1
1974253,1
1974291,1
1974413,1
1974724,1
1974776,1
1974800,1
1974818,1
1974820,1
1974822,1
1974909,1
1974967,1
1974972,1
1974983,1
1975003,1
1975147,1
1975149,1
1975153,1
1975158,1
1975169,1
1975185,1
1975232,1
1975667,1
1975743,1
1975804,1
1976173,1
1976290,1
1976554,1
1977014,1
1977015,1
1977098,1
1977279,1
1977333,1
1977343,1
1977351,1
1977536,1
1977708,1
1977914,1
1978074,1
1978290,1
1978292,1
1978325,1
1978728,1
1979120,1
1979267,1
1979465,1
1979484,1
1979638,1
1979787,1
1979846,1
1979994,1
1980113,1
1980146,1
1980221,1
1980255,1
1980340,1
1980395,1
1980506,1
1980584,1
1980604,1
1980776,1
1980800,1
1980842,1
1980910,1
1980945,1
1980974,1
1980976,1
1980977,1
1980985,1
1980988,1
1981018,1
1981067,1
1981071,1
1981184,1
1981190,1
1981224,1
1981394,1
1981441,0
1981473,1
1981499,1
1981533,1
1981541,1
1981550,1
1981560,1
1981628,1
1981670,1
1981692,1
1981702,1
1981845,1
1981987,1
1982090,1
1982091,1
1982121,1
1982173,1
1982174,1
1982184,1
1982192,1
1982194,1
1982236,1
1982269,1
1982394,1
1982443,1
1983173,1
1983288,1
1983350,1
1983416,1
1983460,1
1983465,1
1983611,1
1983673,1
1983994,1
1984391,1
1984477,1
1984601,12
1984617,1
1984628,1
1984673,1
1984675,1
1984820,4
1984831,1
1984843,1
1984869,1
1985362,1
1985380,1
1985419,1
1985452,1
1985467,1
1985477,1
1985491,1
1985513,1
1985515,1
1985606,1
1985649,1
1985663,1
1985790,1
1985936,1
1986138,1
1986176,1
1986233,1
1986367,1
1986456,1
1986472,1
1986703,1
1986830,1
1986897,1
1986944,1
1987007,1
1987192,1
1987257,1
1987393,1
1987417,1
1987517,1
1987555,1
1987556,1
1987799,0
1987847,1
1987873,1
1987908,1
1988030,1
1988056,1
1988067,1
1988222,1
1988256,1
1988374,1
1988647,1
1988858,1
1989052,1
1989073,1
1989113,1
1989184,1
1989282,1
1989348,1
1989414,1
1989913,1
1989937,1
1990174,1
1990328,1
1990380,1
1990452,1
1990548,1
1990755,1
1990854,1
1990998,1
1991327,1
1991477,1
1991494,1
1991951,1
1991957,1
1991976,1
1992077,1
1992078,1
1992094,1
1992100,1
1992107,1
1992136,1
1992155,1
1992164,1
1992167,1
1992181,1
1992185,1
1992190,1
1992191,1
1992197,1
1992202,1
1992376,1
1992465,1
1992540,1
1992712,1
1992721,1
1992776,1
1992784,1
1992786,1
1993188,1
1993239,1
1993255,1
1993269,1
1993489,1
1994046,1
1994095,1
1994119,1
1994368,1
1994687,1
1994799,1
1995069,1
1995079,1
1995293,1
1995701,1
1995897,1
1995900,1
1996001,9
1996157,0
1996163,1
1996254,1
1996523,1
1996848,1
1997163,1
1997192,1
1997261,1
1997284,1
1997301,1
1998073,1
1998139,1
1998283,1
1998372,1
1998550,1
1998576,1
1998662,1
1998763,1
1998998,1
1999198,1
1999498,1
1999519,1
1999570,1
1999603,0
1999723,1
1999905,1
2000192,1
2000196,1
2000350,1
2000618,1
2000964,1
2001244,2
2001291,1
2001343,1
2001662,1
2002585,1
2002679,1
2003067,7
2003355,1
2003396,1
2003542,1
2003708,1
2003754,1
2004020,1
2004267,1
2004573,1
2004574,1
2004804,1
2004911,1
2005219,1
2005281,1
2005343,1
2005492,1
2005501,1
2005575,1
2005792,1
2005832,1
2005869,1
2006511,1
2006533,1
2006670,1
2007010,1
2007046,1
2007256,1
2007521,1
2007603,1
2007605,1
2007665,1
2007939,1
2008167,1
2008172,1
2008229,1
2008231,1
2008418,1
2008433,1
2008476,1
2008629,1
2008831,1
2008853,1
2008952,1
2008966,1
2009069,4
2009158,1
2009186,1
2009370,1
2009431,1
2009589,1
2009592,1
2009644,1
2009856,1
2009920,1
2010040,1
2010139,1
2010192,1
2010286,1
2010477,1
2010535,1
2010632,1
2010746,1
2010767,1
2011048,1
2011066,1
2011146,1
2011419,1
2011452,2
2011646,1
2011678,5
2011838,1
2011850,1
2011991,1
2012003,1
2012070,1
2012269,1
2012278,1
2012344,1
2012346,1
2012508,1
2012593,1
2012723,1
2012894,1
2013002,1
2013016,1
2013107,1
2013117,1
2013218,1
2013316,1
2013522,1
2013629,8
2013728,1
2013784,1
2013977,1
2014022,1
2014185,1
2014192,1
2014548,1
2014618,1
2014906,1
2015005,1
2015175,8
2015273,1
2015351,1
2015432,1
2015523,1
2015551,1
2015738,1
2015800,1
2015904,1
2016083,1
2016120,1
2016258,1
2016264,1
2016270,1
2016401,1
2016467,1
2016773,1
2016803,1
2016814,1
2016987,12
2017102,1
2017115,1
2017161,1
2017172,1
2017203,1
2017399,1
2017432,1
2017440,1
2017456,1
2017541,1
2017552,1
2017606,1
2017876,1
2017908,8
2017924,1
2018057,1
2018065,1
2018504,1
2018675,1
2018680,1
2018815,1
2018980,1
2019167,1
2019182,1
2019213,1
2019268,1
2019456,1
2019619,1
2019763,1
2019784,1
2019809,1
2019817,1
2019832,1
2019836,1
2020018,1
2020072,1
2020149,1
2020202,1
2020723,1
2021171,1
2021187,1
2021341,1
2021409,1
2021423,1
2021436,1
2021601,1
2021651,1
2021720,1
2021791,1
2021860,1
2021893,1
2021962,1
2022003,1
2022010,1
2022011,1
2022069,1
2022070,1
2022106,1
2022139,1
2022246,1
2022380,1
2022381,1
2022569,1
2022577,1
2022702,1
2022735,1
2022751,1
2022767,1
2022942,1
2022943,1
2023037,1
2023241,1
2023261,1
2023274,1
2023310,1
2023361,1
2023748,1
2023767,1
2023768,2
2023806,1
2023849,1
2023850,1
2023888,1
2023929,1
2023938,1
2024074,1
2024091,1
2024245,1
2024264,1
2024309,1
2024406,1
2024560,1
2024585,1
2024837,1
2024839,1
2025016,1
2025039,1
2025166,1
2025369,1
2025398,1
2025550,1
2025564,1
2025812,1
2025934,1
2025989,1
2026066,1
2026085,1
2026217,1
2026257,1
2026515,1
2026895,1
2027102,1
2027171,1
2027173,1
2027214,1
2027423,1
2027712,1
2027792,1
2027856,1
2027899,1
2028199,1
2028500,1
2028542,1
2028746,1
2028911,1
2029003,1
2029205,1
2029212,1
2029516,1
2029544,1
2029570,1
2029750,1
2029828,1
2029848,1
2029888,1
2029926,1
2030035,1
2030045,0
2030072,1
2030173,1
2030180,1
2030192,1
2030277,1
2030854,1
2030982,1
2031037,1
2031058,1
2031099,6
2031335,1
2031749,1
2031759,1
2031764,1
2031809,1
2031842,1
2031890,1
2031941,1
2032050,1
2032152,1
2032163,1
2032191,1
2032199,1
2032232,1
2032299,1
2032354,8
2032532,1
2032593,1
2032608,1
2032672,1
2032692,1
2032890,1
2032905,1
2032914,1
2033056,1
2033089,1
2033237,1
2033245,1
2033276,1
2033621,1
2033691,1
2033742,1
2034054,1
2034079,1
2034202,1
2034226,1
2034227,1
2034408,1
2034638,1
2034687,1
2034714,1
2034818,1
2034832,1
2034842,1
2035004,1
2035009,1
2035418,1
2035475,1
2035483,1
2035575,1
2035690,1
2035812,1
2035825,1
2035980,1
2036060,1
2036149,1
2036265,1
2036358,1
2036462,1
2036657,1
2036708,1
2036712,11
2036713,1
2036714,14
2037044,1
2037226,1
2037461,1
2037562,1
2037670,1
2037747,1
2038110,1
2038244,1
2038280,1
2038841,1
2038897,1
2039357,1
2039442,1
2039487,1
2039517,1
2039587,1
2039611,1
2039629,1
2039934,1
2039944,1
2040221,1
2040397,2
2040456,1
2040601,1
2040635,1
2040637,1
2040744,1
2040782,1
2040819,1
2040944,1
2041171,1
2041347,1
2041370,1
2041386,1
2041428,1
2041459,1
2041636,1
2041809,1
2042044,1
2042050,1
2042109,1
2042143,1
2042409,1
2042489,1
2042498,6
2042589,1
2042625,1
2042717,1
2042779,1
2042840,0
2042892,1
2043138,1
2043283,1
2043434,1
2043520,1
2043602,1
2043644,1
2043654,1
2043713,1
2043782,1
2043869,1
2043924,1
2044037,1
2044472,1
2044492,1
2044503,1
2044601,1
2044941,1
2044959,1
2045105,1
2045455,1
2045531,1
2045571,1
2045914,1
2045929,1
2045931,1
2046154,1
2046170,1
2046249,1
2046339,1
2046491,1
2046664,1
2046707,1
2046727,1
2046747,1
2046748,1
2046776,1
2046887,1
2046895,1
2046926,1
2047180,1
2047420,1
2047642,1
2047707,1
2048149,1
2048383,1
2048389,1
2048867,1
2049953,1
2050094,1
2050170,1
2050171,1
2050465,1
2050509,1
2050579,1
2050639,1
2050656,1
2050690,1
2050715,1
2050829,1
2051067,1
2051272,1
2051282,1
2051711,1
2051900,1
2052008,1
2052094,1
2052154,1
2052192,1
2052217,1
2052281,1
2052437,1
2052455,1
2052522,1
2052532,1
2052533,2
2052672,1
2052786,1
2052804,1
2052805,1
2052950,1
2053022,1
2053079,1
2053172,1
2053238,1
2053416,1
2053562,1
2053583,1
2053709,1
2053761,1
2053796,1
2053868,1
2054254,1
2054284,1
2054357,1
2054518,1
2054520,1
2054732,1
2054733,1
2054734,0
2054883,1
2054930,1
2055021,1
2055088,1
2055090,1
2055263,1
2055542,1
2055565,1
2055733,1
2055822,1
2056098,1
2056173,1
2056757,1
2056758,1
2056759,1
2056761,1
2056768,1
2056814,1
2056925,1
2057104,1
2057439,1
2057445,1
2057678,1
2057727,1
2058309,1
2058569,1
2058805,1
2058861,1
2058928,1
2059162,1
2059195,1
2059202,1
2059393,1
2059453,1
2059455,1
2059464,1
2059468,1
2059594,1
2059636,1
2059781,1
2059856,1
2059871,1
2060084,1
2061326,1
2061336,1
2061357,1
2061359,1
2061361,1
2061421,1
2061495,1
2061692,1
2061694,1
2061697,1
2061699,1
2061702,1
2061760,1
2061764,1
2061883,1
2061895,1
2062179,1
2062394,1
2062403,1
2062404,1
2062457,1
2062599,1
2062660,1
2062758,1
2062773,1
2062775,1
2062877,1
2062892,2
2062940,1
2063056,1
2063121,1
2063127,1
2063132,1
2063170,1
2063364,1
2063473,1
2063613,1
2063627,1
2063820,1
2063843,1
2064068,1
2064072,1
2064193,1
2064195,1
2064262,1
2064491,1
2064534,1
2064778,1
2064791,1
2064988,1
2065059,1
2065130,0
2065150,1
2065172,1
2065231,1
2065232,1
2065236,1
2065289,1
2065309,1
2065331,1
2065362,1
2065402,1
2065427,0
2065712,1
2065761,1
2065766,1
2065829,1
2065866,1
2065992,1
2066011,1
2066014,1
2066152,1
2066198,1
2066203,1
2066415,1
2066433,1
2066544,1
2066546,8
2066560,1
2066586,14
2066608,1
2066656,1
2066664,1
2066665,1
2066668,1
2067277,1
2067413,1
2067768,1
2067798,1
2067818,1
2067872,1
2067932,6
2068077,1
2068239,1
2068452,1
2068453,1
2068455,1
2068468,1
2068782,1
2068825,1
2068868,1
2068973,1
2069195,1
2069359,1
2069360,1
2069367,1
2069438,1
2069499,1
2069545,1
2069889,1
2070075,1
2070152,1
2070356,1
2070357,1
2070358,1
2070367,1
2070462,1
2070468,1
2070471,1
2070550,1
2070712,12
2070716,1
2070937,1
2071190,1
2071235,1
2071326,1
2071327,1
2071380,1
2071463,1
2071496,1
2071674,1
2071938,1
2072104,1
2072200,1
2072302,1
2072307,1
2072313,1
2072513,1
2072542,1
2072568,1
2072705,1
2072728,1
2072730,1
2072751,1
2072763,1
2072798,1
2073140,1
2073166,1
2073229,1
2073370,7
2073432,1
2073546,1
2073601,1
2073630,1
2075390,1
2075861,1
2075880,1
2075910,1
2076350,1
2076375,15
2076904,1
2076948,1
2077099,1
2077123,1
2077124,1
2077369,1
2077422,1
2077659,1
2077672,1
2077936,1
2078010,1
2078245,1
2078326,1
2078403,1
2078404,1
2078544,1
2078560,1
2078754,1
2078829,1
2078860,1
2079201,1
2079291,3
2079344,1
2079352,1
2079384,1
2079397,1
2079398,1
