i,t
75096,1
75097,1
75126,1
75135,6
75136,1
75141,1
75149,1
75151,1
75159,1
75171,1
75175,1
75176,1
75178,1
75181,1
75184,1
75198,1
75199,1
75201,1
75204,1
75216,1
75227,1
75230,1
75231,4
75232,1
75237,1
75238,1
75239,10
75240,0
75241,15
75242,0
75243,1
75244,1
75245,1
75246,1
75247,1
75250,1
75251,1
75252,1
75253,4
75254,1
75256,1
75257,1
75258,0
75261,5
75262,15
75266,1
75267,1
75268,1
75273,3
75274,1
75275,2
75276,1
75278,1
75280,1
75282,1
75283,1
75284,1
75285,4
75286,9
75287,9
75288,1
75290,1
75291,3
75292,1
75294,2
75295,1
75296,1
75298,12
75299,8
75300,1
75302,11
75305,0
75306,1
75307,9
75311,1
75315,1
75316,1
75317,1
75318,0
75319,1
75322,1
75323,1
75324,1
75325,15
75326,1
75327,1
75328,15
75329,1
75330,1
75331,5
75332,1
75333,1
75334,1
75335,0
75336,6
75337,8
75338,0
75339,1
75341,5
75342,1
75343,1
75344,11
75345,15
75346,3
75347,7
75348,2
75350,7
75351,0
75352,14
75353,1
75354,1
75355,1
75359,1
75360,1
75361,1
75379,1
75387,1
75388,1
75389,1
75396,10
75401,1
75407,1
75410,1
75418,1
75426,1
75431,1
75433,1
75434,1
75443,1
75467,1
75480,1
75484,1
75485,1
75486,1
75487,6
75489,1
75490,3
75491,11
75492,1
75493,6
75494,3
75495,1
75496,8
75497,11
75499,1
75500,14
75501,2
75502,1
75503,1
75504,1
75505,13
75506,1
75507,2
75508,0
75509,11
75510,11
75511,1
75512,1
75513,7
75514,9
75516,1
75517,1
75518,1
75519,1
75520,1
75523,1
75524,1
75526,15
75527,1
75528,1
75529,1
75530,12
75531,7
75532,1
75534,8
75535,8
75537,1
75538,15
75539,15
75540,1
75541,1
75542,1
75546,8
75547,1
75548,1
75549,1
75550,3
75553,1
75554,13
75555,8
75556,3
75557,11
75559,1
75563,1
75564,1
75565,10
75566,1
75567,1
75568,15
75570,1
75571,1
75572,13
75573,15
75574,1
75576,1
75577,1
75579,1
75581,1
75582,1
75583,15
75584,1
75588,1
75594,1
75595,1
75601,1
75602,1
75609,1
75612,1
75617,1
75623,1
75624,1
75628,1
75638,9
75644,1
75657,1
75662,1
75663,1
75664,1
75665,1
75668,1
75672,0
75675,1
75677,6
75691,1
75703,1
75711,1
75712,1
75714,1
75721,1
75733,1
75752,1
75767,1
75768,1
75779,1
75782,1
75784,1
75790,1
75793,1
75794,0
75810,1
75813,1
75824,1
75828,1
75847,1
75861,1
75865,1
75870,1
75894,12
75895,1
75896,1
75897,1
75900,1
75903,3
75905,1
75907,1
75910,1
75911,14
75916,2
75917,1
75919,1
75920,14
75921,1
75922,10
75924,1
75927,1
75928,1
75929,1
75932,0
75933,1
75934,1
75935,1
75937,1
75942,1
75943,1
75944,1
75945,12
75946,1
75947,3
75950,1
75951,1
75952,1
75953,1
75955,1
75956,1
75957,5
75958,5
75959,1
75960,8
75961,1
75963,4
75964,1
75965,1
75966,1
75967,1
75969,1
75970,0
75972,1
75973,1
75975,1
75976,1
75977,1
75979,8
75982,1
75983,14
75984,1
75985,1
75986,7
75987,15
75989,5
75990,1
75992,1
75994,1
75995,5
75996,1
75998,4
75999,1
76000,5
76001,3
76002,4
76003,13
76004,11
76005,1
76006,6
76007,10
76008,14
76010,13
76011,2
76012,1
76013,0
76014,1
76015,2
76016,13
76018,1
76019,15
76020,0
76021,1
76022,14
76023,5
76025,1
76026,1
76027,1
76030,14
76032,1
76034,1
76039,1
76040,1
76045,1
76046,0
76047,4
76048,15
76049,12
76050,1
76052,3
76053,7
76054,11
76055,11
76058,14
76064,1
76065,1
76066,1
76068,1
76069,15
76072,5
76075,1
76077,0
76078,7
76079,1
76080,8
76081,12
76082,3
76083,6
76084,1
76086,1
76087,8
76088,1
76091,1
76093,1
76095,1
76096,0
76097,8
76098,1
76106,1
76122,1
76123,1
76140,1
76142,1
76152,1
76155,0
76156,1
76166,1
76184,1
76200,1
76209,1
76214,1
76219,1
76220,1
76223,3
76227,4
76230,1
76231,2
76232,1
76233,1
76234,1
76236,1
76239,1
76240,1
76241,1
76242,1
76243,1
76244,4
76245,1
76246,1
76247,13
76253,1
76255,1
76256,1
76258,1
76263,1
76265,1
76266,1
76267,14
76268,7
76271,8
76272,4
76273,14
76274,1
76275,1
76276,1
76277,1
76278,11
76279,4
76281,10
76282,1
76287,1
76288,1
76289,1
76292,0
76293,1
76294,1
76296,1
76297,1
76298,2
76300,1
76302,13
76304,1
76308,1
76313,1
76319,1
76330,4
76345,1
76351,1
76359,1
76363,1
76366,1
76374,1
76376,1
76382,1
76386,1
76393,1
76395,1
76402,1
76429,1
76431,1
76434,1
76443,1
76447,1
76458,1
76501,1
76527,1
76533,1
76539,1
76542,6
76543,1
76545,1
76546,1
76550,14
76552,1
76554,1
76556,1
76557,1
76569,1
76570,0
76571,1
76572,13
76573,1
76574,1
76581,1
76584,1
76586,1
76587,0
76624,1
76631,1
76646,1
76655,1
76659,1
76669,1
76676,1
76679,1
76680,1
76689,1
76692,1
76696,1
76699,1
76705,1
76706,1
76711,1
76720,1
76722,4
76723,3
76724,1
76727,1
76728,1
76729,1
76730,1
76733,1
76734,1
76735,1
76739,0
76741,1
76742,9
76743,1
76744,1
76745,1
76746,0
76747,1
76748,1
76749,1
76762,1
76765,1
76768,1
76769,1
76773,1
76776,1
76778,1
76779,1
76780,1
76785,1
76799,1
76801,1
76804,1
76805,1
76806,1
76810,0
76815,1
76821,1
76823,1
76824,1
76846,1
76851,1
76852,1
76854,1
76862,1
76863,1
76866,1
76869,1
76870,1
76872,1
76880,1
76887,1
76897,1
76901,1
76921,1
76922,1
76923,1
76927,1
76948,1
76954,1
76966,1
76967,2
76973,1
76980,1
76982,1
76989,1
76997,1
77005,1
77006,1
77007,8
77009,0
77011,1
77015,1
77016,0
77018,3
77021,1
77025,1
77034,1
77040,1
77041,1
77056,1
77066,1
77074,1
77085,1
77096,1
77106,1
77117,1
77119,1
77121,1
77122,1
77123,1
77150,1
77151,1
77164,1
77177,1
77180,1
77186,1
77228,1
77229,1
77231,1
77232,1
77243,1
77249,1
77252,14
77257,1
77273,1
77281,1
77286,1
77297,1
77299,3
77306,1
77311,4
77320,1
77352,1
77355,1
77357,1
77362,1
77363,1
77364,1
77365,1
77367,1
77368,1
77372,13
77387,1
77390,1
77401,4
77405,1
77409,5
77412,1
77414,1
77426,1
77436,1
77439,1
77443,1
77447,3
77449,1
77452,1
77453,3
77454,1
77455,6
77456,1
77457,10
77458,1
77459,1
77460,1
77461,1
77462,1
77463,1
77464,1
77465,2
77466,1
77467,1
77468,1
77469,1
77470,1
77471,1
77472,5
77473,1
77474,1
77475,1
77476,1
77477,1
77478,1
77479,1
77480,1
77481,1
77483,1
77484,1
77485,6
77486,1
77487,1
77488,1
77489,1
77490,1
77491,1
77492,1
77493,1
77494,1
77496,1
77497,1
77498,1
77499,1
77500,1
77501,1
77503,2
77504,1
77505,1
77506,1
77507,15
77509,1
77510,1
77512,1
77513,1
77514,1
77515,14
77517,1
77520,10
77529,3
77530,1
77544,1
77546,1
77547,2
77548,1
77549,1
77552,1
77557,1
77561,0
77562,1
77568,1
77570,1
77574,1
77576,3
77580,1
77592,1
77593,1
77615,1
77628,1
77636,1
77637,1
77638,1
77640,1
77642,1
77658,1
77669,1
77670,1
77682,1
77683,1
77684,1
77685,1
77686,13
77688,1
77694,1
77700,1
77710,1
77712,1
77713,1
77724,1
77727,1
77730,0
77731,1
77732,0
77737,1
77739,1
77750,9
77753,1
77758,1
77762,1
77763,1
77775,14
77776,1
77781,1
77782,0
77783,1
77784,1
77797,1
77799,15
77800,1
77806,1
77822,1
77840,1
77853,1
77860,1
77863,1
77865,1
77867,1
77868,1
77871,1
77879,1
77884,1
77885,1
77894,10
77896,1
77897,1
77904,10
77909,1
77911,1
77912,1
77915,1
77917,9
77922,6
77923,1
77924,7
77928,1
77930,1
77936,1
77943,1
77946,1
77953,1
77958,1
77967,1
77968,1
77981,1
77991,7
78000,1
78017,1
78027,1
78032,1
78034,1
78039,13
78047,1
78048,1
78075,1
78077,1
78090,1
78092,1
78096,1
78103,1
78109,1
78110,1
78111,1
78114,1
78115,1
78124,1
78132,1
78142,1
78149,15
78171,1
78173,1
78174,1
78176,1
78177,1
78193,1
78202,1
78204,1
78206,1
78210,1
78221,1
78229,1
78233,1
78235,1
78244,3
78248,1
78249,1
78264,1
78290,1
78293,1
78294,1
78310,1
78331,1
78339,1
78348,1
78357,1
78362,1
78367,1
78370,1
78371,1
78376,1
78388,1
78391,2
78415,1
78420,1
78421,4
78422,1
78423,2
78424,1
78425,10
78426,1
78427,9
78428,3
78429,1
78430,1
78431,1
78432,1
78433,1
78435,1
78436,1
78437,1
78438,9
78440,1
78441,14
78442,1
78443,1
78444,1
78446,1
78449,1
78450,1
78452,1
78454,1
78455,1
78456,1
78457,1
78458,1
78459,1
78460,1
78461,1
78462,1
78463,1
78464,1
78466,1
78467,2
78468,1
78469,1
78470,1
78471,1
78473,1
78474,1
78475,11
78476,1
78477,1
78479,1
78480,11
78481,1
78482,1
78483,11
78484,1
78485,1
78487,1
78488,1
78489,1
78490,1
78491,1
78493,6
78494,1
78495,1
78497,7
78498,1
78499,1
78500,15
78501,1
78502,1
78503,1
78504,1
78505,7
78506,1
78507,1
78508,1
78509,6
78511,1
78512,1
78513,1
78514,1
78515,1
78516,1
78517,1
78518,1
78519,12
78520,1
78521,1
78522,1
78523,1
78524,1
78526,1
78527,1
78528,1
78530,1
78532,1
78533,1
78534,1
78535,1
78536,1
78537,3
78538,1
78540,15
78541,1
78542,1
78543,1
78544,1
78545,1
78546,1
78547,1
78548,1
78549,1
78550,4
78551,9
78552,1
78553,6
78554,12
78555,1
78556,13
78557,1
78558,1
78559,1
78560,1
78563,1
78564,1
78565,1
78566,1
78567,6
78568,1
78569,1
78570,1
78571,3
78572,1
78573,1
78574,3
78575,2
78583,1
78627,7
78640,1
78648,1
78656,1
78669,1
78673,1
78679,1
78683,1
78684,1
78687,1
78730,1
78734,1
78735,1
78740,1
78742,1
78747,1
78764,1
78766,1
78769,1
78778,1
78785,1
78786,1
78788,1
78818,1
78825,1
78837,1
78842,11
78843,14
78847,1
78848,1
78850,1
78851,1
78852,1
78853,1
78855,1
78856,1
78857,1
78860,1
78870,1
78873,1
78891,1
78897,1
78900,1
78907,7
78910,7
78912,1
78913,2
78914,1
78915,1
78919,1
78920,1
78922,1
78923,1
78924,14
78926,1
78927,2
78928,1
78945,1
78946,1
78949,1
78954,1
78958,1
78960,1
78968,6
78972,1
78973,1
78974,1
78976,1
78977,1
78997,1
79024,1
79032,1
79074,1
79131,1
79132,0
79134,1
79145,1
79168,1
79173,1
79196,1
79200,1
79205,1
79226,1
79248,1
79262,1
79266,1
79291,0
79294,1
79311,1
79323,1
79341,1
79342,1
79343,1
79402,1
79417,1
79436,1
79439,1
79455,1
79456,1
79457,1
79460,1
79462,1
79466,1
79474,1
79480,1
79483,1
79504,1
79508,1
79509,1
79511,1
79512,8
79517,1
79523,1
79543,1
79554,1
79576,1
79583,1
79588,1
79590,1
79623,1
79625,1
79629,1
79631,1
79632,1
79637,1
79647,7
79655,2
79656,1
79664,7
79670,1
79697,1
79702,1
79710,1
79725,1
79727,1
79732,1
79737,1
79740,1
79746,1
79763,1
79769,1
79771,1
79787,1
79794,0
79802,1
79826,1
79841,1
79860,1
79861,1
79863,1
79865,1
79879,1
79893,1
79902,1
79907,1
79930,1
79933,1
79939,1
79942,1
79974,1
79982,1
79983,1
80002,1
80007,1
80010,0
80011,1
80013,1
80014,1
80015,14
80017,1
80018,9
80019,9
80020,11
80024,1
80026,3
80027,1
80030,0
80031,1
80032,0
80034,1
80035,1
80036,1
80037,1
80038,1
80039,1
80040,1
80041,8
80042,1
80043,0
80044,1
80045,1
80046,8
80047,9
80048,1
80050,1
80052,1
80054,1
80056,1
80058,7
80061,1
80062,1
80063,1
80064,10
80068,1
80069,1
80070,1
80071,1
80073,1
80074,1
80075,10
80076,5
80077,5
80078,0
80079,14
80081,1
80082,1
80083,0
80084,1
80085,1
80087,2
80088,1
80090,1
80093,1
80094,1
80095,3
80097,1
80099,1
80100,1
80102,0
80103,1
80105,1
80106,1
80107,1
80108,4
80109,13
80110,1
80112,13
80113,1
80114,1
80116,3
80117,1
80118,0
80119,1
80121,1
80122,1
80123,1
80124,14
80125,1
80126,2
80130,1
80133,1
80134,7
80136,1
80139,1
80145,1
80152,1
80177,1
80186,1
80193,1
80194,1
80195,1
80205,1
80215,1
80222,1
80240,1
80243,12
80244,1
80245,1
80250,1
80255,1
80268,4
80269,1
80270,1
80272,1
80273,1
80274,1
80275,1
80279,6
80280,13
80281,15
80282,1
80284,1
80287,4
80288,6
80289,4
80290,1
80293,1
80295,2
80296,3
80298,1
80300,1
80301,1
80302,0
80303,8
80305,8
80306,1
80307,1
80308,1
80309,1
80310,12
80311,0
80313,12
80314,1
80315,1
80320,1
80321,1
80322,10
80324,1
80325,1
80327,1
80328,1
80330,1
80331,1
80332,10
80333,1
80334,1
80336,1
80337,1
80340,1
80344,0
80348,1
80355,1
80363,1
80364,1
80369,1
80370,9
80371,5
80375,1
80376,1
80377,6
80378,1
80381,1
80382,8
80384,1
80386,1
80387,1
80393,1
80394,1
80398,1
80399,2
80400,1
80406,1
80407,1
80411,1
80414,1
80416,1
80418,1
80423,1
80427,4
80428,1
80433,1
80436,1
80438,1
80450,1
80467,1
80473,1
80480,0
80491,1
80494,1
80495,1
80499,1
80523,1
80529,1
80536,1
80542,1
80543,1
80545,1
80547,2
80553,1
80570,1
80577,1
80585,1
80592,1
80609,1
80611,0
80614,1
80626,1
80630,1
80640,1
80648,1
80649,1
80656,5
80657,11
80658,0
80659,3
80660,13
80661,11
80662,1
80664,2
80665,1
80666,1
80676,13
80677,1
80679,12
80680,12
80681,1
80685,1
80688,1
80690,5
80691,1
80693,1
80694,1
80696,1
80697,1
80698,0
80699,1
80703,12
80707,1
80708,1
80712,7
80715,1
80718,8
80720,1
80721,0
80722,1
80723,13
80726,1
80727,1
80730,1
80732,1
80733,1
80735,1
80737,1
80738,10
80739,1
80740,2
80741,1
80742,1
80743,1
80744,1
80745,1
80746,3
80747,1
80748,5
80749,1
80751,1
80752,8
80755,1
80759,13
80760,1
80761,2
80762,1
80764,1
80765,1
80766,0
80768,1
80769,1
80770,1
80772,1
80774,1
80779,1
80780,6
80781,1
80782,1
80783,1
80798,1
80799,1
80800,13
80801,1
80802,1
80803,1
80804,1
80806,1
80807,1
80808,3
80809,1
80811,10
80812,1
80813,1
80814,1
80815,1
80816,1
80817,1
80818,1
80819,1
80822,1
80825,1
80827,15
80828,12
80829,1
80830,11
80831,3
80832,8
80833,10
80834,0
80835,1
80836,2
80837,1
80838,1
80842,1
80843,1
80845,0
80851,1
80852,1
80853,1
80855,1
80858,1
80859,1
80861,5
80864,1
80865,1
80866,1
80868,13
80869,1
80871,1
80872,1
80876,1
80880,7
80882,1
80884,15
80885,1
80887,1
80889,12
80891,1
80893,5
80895,1
80896,0
80897,1
80898,1
80899,1
80900,1
80901,0
80902,4
80903,7
80904,1
80905,1
80906,1
80910,2
80912,1
80913,1
80914,1
80915,5
80916,1
80917,2
80918,1
80920,13
80921,0
80922,1
80923,1
80924,10
80925,4
80926,15
80927,1
80928,12
80929,9
80933,8
80935,10
80936,13
80937,1
80938,15
80939,6
80940,12
80941,1
80942,1
80943,1
80944,0
80945,1
80946,1
80947,3
80948,15
80949,1
80950,8
80952,0
80953,1
80954,0
80955,0
80956,1
80965,13
80983,1
81005,1
81033,1
81035,1
81046,1
81047,9
81048,2
81049,1
81050,0
81051,3
81052,0
81053,1
81054,1
81055,4
81056,1
81057,1
81058,1
81059,15
81060,5
81061,1
81062,1
81063,1
81064,8
81071,1
81075,1
81108,1
81124,1
81136,1
81140,1
81145,1
81151,1
81155,1
81156,1
81157,1
81159,1
81162,13
81165,12
81176,1
81198,1
81205,1
81219,1
81228,1
81231,1
81262,1
81274,1
81280,1
81284,1
81289,8
81304,1
81324,1
81326,1
81329,0
81331,1
81333,7
81335,3
81336,1
81338,13
81339,1
81341,1
81344,1
81346,10
81347,1
81348,1
81351,0
81353,1
81354,7
81355,1
81357,1
81361,1
81363,4
81364,0
81366,1
81367,1
81368,1
81369,0
81373,1
81374,1
81375,6
81378,9
81380,1
81381,3
81383,6
81384,1
81385,1
81386,1
81390,1
81391,2
81394,1
81395,1
81396,1
81397,1
81398,1
81399,1
81400,1
81405,0
81406,1
81408,1
81410,1
81411,1
81414,0
81416,14
81418,1
81419,0
81420,1
81421,2
81423,1
81424,11
81425,1
81426,1
81427,1
81431,1
81433,1
81435,12
81436,2
81444,1
81445,1
81448,1
81461,1
81469,1
81471,1
81474,1
81475,1
81481,1
81489,1
81493,1
81503,1
81505,1
81507,1
81509,1
81510,1
81533,1
81540,1
81576,0
81577,1
81579,2
81580,0
81581,13
81582,0
81583,1
81584,11
81585,1
81587,3
81589,1
81590,0
81592,4
81594,4
81595,1
81596,7
81597,1
81598,1
81600,13
81601,2
81606,1
81607,0
81610,9
81611,1
81612,13
81614,1
81615,14
81616,1
81617,15
81618,1
81620,8
81621,1
81622,13
81623,13
81624,1
81626,0
81627,10
81628,3
81629,1
81631,1
81632,1
81633,1
81634,12
81640,1
81642,1
81643,1
81644,12
81645,1
81646,1
81647,1
81648,1
81649,1
81650,5
81652,1
81653,1
81656,1
81657,1
81659,1
81660,1
81665,1
81674,1
81675,1
81676,1
81678,1
81681,12
81682,1
81683,13
81685,1
81687,1
81688,1
81689,1
81691,1
81692,3
81693,10
81706,1
81714,1
81716,1
81717,1
81718,1
81725,1
81729,1
81730,1
81781,1
81787,1
81788,1
81795,1
81812,13
81821,1
81831,1
81847,1
81849,1
81851,1
81875,1
81880,1
81881,3
81887,1
81888,1
81891,1
81901,1
81904,1
81906,1
81967,0
81971,1
81974,1
81975,3
81976,1
81977,1
81978,0
81979,1
81981,1
81982,1
81984,13
81985,1
81986,15
81988,1
81990,0
81991,1
81993,14
81995,1
81996,1
81997,1
81998,1
82000,1
82001,1
82002,1
82004,0
82005,1
82006,0
82007,1
82009,1
82015,0
82016,14
82017,1
82019,5
82020,1
82021,13
82022,1
82023,0
82024,5
82027,1
82028,1
82029,9
82032,1
82033,10
82034,11
82035,1
82036,14
82039,1
82040,13
82041,12
82042,1
82043,1
82045,1
82046,1
82047,12
82048,2
82049,3
82050,1
82051,4
82052,1
82053,1
82054,8
82055,1
82056,8
82057,9
82058,1
82059,1
82060,1
82061,2
82062,14
82065,6
82066,1
82067,3
82068,1
82070,7
82071,7
82072,1
82073,1
82074,14
82075,1
82076,1
82077,1
82079,11
82081,11
82082,14
82083,10
82085,0
82086,7
82087,1
82088,1
82089,2
82090,7
82091,1
82093,1
82101,12
82109,1
82110,5
82115,1
82117,1
82120,1
82121,1
82122,1
82123,1
82129,1
82136,13
82149,1
82162,1
82167,1
82181,1
82187,1
82201,1
82210,1
82219,3
82230,1
82233,1
82234,1
82238,1
82247,0
82255,1
82259,1
82262,1
82286,1
82308,1
82320,1
82329,1
82331,1
82335,11
82336,3
82337,1
82338,15
82339,13
82340,1
82341,1
82342,7
82343,1
82344,1
82345,6
82346,15
82347,1
82349,1
82350,1
82351,1
82352,12
82353,1
82354,1
82355,1
82357,3
82359,1
82360,1
82362,1
82364,12
82365,4
82366,8
82367,1
82368,14
82369,1
82370,1
82374,2
82377,1
82378,1
82382,1
82383,0
82384,1
82387,1
82389,1
82390,1
82391,1
82392,1
82402,1
82403,1
82404,1
82405,1
82406,9
82407,1
82408,1
82409,6
82410,0
82411,4
82413,1
82414,4
82415,2
82416,15
82417,7
82418,15
82419,1
82421,1
82422,1
82423,1
82427,1
82428,1
82429,1
82432,10
82433,1
82434,6
82435,14
82442,1
82446,1
82448,1
82464,14
82465,9
82467,11
82469,1
82474,1
82489,11
82493,7
82496,1
82497,11
82499,1
82511,1
82521,1
82526,1
82529,1
82540,1
82551,1
82574,1
82585,1
82589,1
82591,1
82595,0
82598,1
82599,1
82601,1
82604,1
82608,1
82609,1
82610,1
82612,2
82613,1
82615,1
82616,11
82618,1
82619,1
82622,1
82623,8
82625,1
82627,1
82635,1
82650,1
82669,1
82685,1
82696,1
82703,1
82718,1
82728,7
82735,11
82738,1
82741,1
82769,1
82778,4
82782,1
82788,1
82789,1
82790,0
82792,1
82795,1
82804,1
82815,1
82821,1
82845,1
82847,1
82851,1
82856,11
82857,1
82860,1
82861,1
82865,1
82869,3
82873,1
82901,4
82913,0
82944,1
82953,1
82962,1
82976,1
82992,1
82998,5
83002,1
83004,1
83005,1
83017,1
83021,1
83023,1
83047,1
83049,3
83051,1
83052,1
83053,1
83054,3
83056,1
83057,1
83058,1
83060,1
83064,1
83066,7
83067,7
83069,1
83070,1
83072,0
83074,1
83075,10
83076,3
83077,1
83078,1
83081,1
83083,1
83084,1
83085,0
83086,1
83088,12
83089,13
83090,1
83091,1
83092,8
83093,1
83095,1
83099,1
83100,1
83102,1
83103,1
83104,3
83106,8
83107,1
83108,1
83110,1
83113,1
83114,1
83116,1
83117,1
83122,1
83123,10
83124,1
83125,1
83151,1
83155,0
83159,1
83161,1
83167,1
83183,1
83193,1
83199,1
83202,3
83204,1
83208,1
83210,1
83212,1
83217,1
83219,1
83228,1
83233,1
83240,10
83248,1
83251,1
83257,1
83261,1
83273,1
83277,1
83285,14
83286,7
83306,1
83315,1
83317,1
83320,1
83322,1
83327,1
83330,1
83346,2
83347,8
83348,1
83349,1
83359,10
83364,1
83368,7
83369,1
83372,1
83373,1
83379,13
83380,11
83381,1
83382,15
83383,1
83385,3
83386,11
83387,3
83388,1
83391,1
83393,1
83395,15
83397,1
83399,1
83400,1
83401,1
83402,1
83403,11
83405,14
83406,1
83407,1
83408,11
83410,3
83412,13
83413,1
83414,1
83415,14
83416,4
83417,9
83418,5
83421,1
83423,1
83424,1
83427,1
83430,1
83432,1
83433,6
83434,2
83436,1
83437,1
83439,0
83440,1
83441,1
83443,12
83444,1
83445,1
83446,1
83447,1
83449,11
83450,1
83451,8
83452,1
83453,13
83454,0
83455,1
83457,1
83460,12
83462,1
83463,1
83464,2
83465,1
83466,1
83467,6
83468,1
83469,1
83470,3
83471,13
83472,1
83475,1
83479,1
83480,8
83482,1
83484,1
83485,15
83487,2
83488,1
83489,6
83493,1
83494,6
83495,9
83496,1
83497,1
83498,1
83499,1
83500,1
83501,1
83503,1
83506,11
83507,1
83509,1
83512,1
83513,1
83519,1
83520,0
83521,11
83524,1
83525,1
83531,1
83541,4
83542,14
83545,1
83556,1
83565,1
83569,1
83593,1
83595,1
83599,1
83606,1
83610,1
83613,1
83616,14
83621,1
83628,1
83647,1
83648,1
83649,11
83650,1
83651,4
83652,11
83653,1
83654,1
83655,3
83656,4
83658,0
83661,1
83663,1
83665,1
83673,1
83674,1
83678,1
83680,1
83681,1
83684,1
83687,15
83688,14
83689,3
83690,10
83691,8
83693,1
83696,2
83697,1
83701,0
83702,1
83705,1
83709,1
83712,0
83714,1
83716,1
83717,1
83718,3
83722,1
83723,1
83741,2
83764,1
83768,1
83769,1
83779,0
83783,1
83786,1
83789,1
83792,1
83793,2
83800,1
83802,1
83855,1
83863,1
83867,1
83869,9
83870,9
83871,1
83899,1
83904,1
83907,1
83920,1
83922,1
83938,1
83939,1
83941,2
83943,1
83944,1
83946,2
83955,4
83960,1
83963,12
83971,1
83977,1
83984,1
83988,1
84008,1
84010,1
84011,5
84023,1
84028,2
84030,1
84031,1
84032,1
84033,1
84034,1
84035,1
84037,1
84038,1
84043,1
84046,1
84056,1
84067,14
84070,0
84074,1
84078,1
84079,1
84093,12
84100,1
84101,1
84105,1
84106,1
84107,1
84111,3
84115,1
84117,0
84135,1
84139,1
84149,1
84153,1
84177,1
84188,1
84199,1
84204,1
84206,1
84215,1
84216,10
84217,1
84218,1
84220,1
84223,1
84228,1
84233,1
84235,1
84236,1
84237,1
84238,1
84244,1
84249,1
84252,14
84257,1
84258,1
84263,0
84265,1
84269,1
84270,1
84281,12
84282,1
84283,1
84286,10
84287,1
84289,2
84290,13
84291,10
84292,1
84308,1
84326,1
84331,1
84334,1
84340,1
84345,1
84348,1
84353,1
84354,1
84355,1
84358,1
84360,1
84361,1
84365,1
84369,1
84379,1
84382,1
84401,1
84413,1
84420,1
84425,1
84426,3
84428,1
84434,1
84439,1
84497,1
84503,1
84506,1
84531,1
84538,6
84555,1
84558,1
84598,1
84605,1
84607,1
84620,1
84625,1
84628,1
84642,1
84672,15
84688,1
84716,1
84739,1
84745,1
84751,1
84777,1
84791,1
84792,1
84793,1
84796,1
84797,1
84798,1
84799,1
84800,1
84802,1
84803,1
84806,1
84810,1
84813,1
84818,1
84820,1
84821,1
84823,1
84824,1
84826,1
84829,1
84834,1
84835,1
84837,1
84838,1
84846,1
84847,1
84848,1
84849,12
84850,1
84851,1
84856,4
84862,1
84865,1
84868,1
84877,1
84878,1
84886,1
84888,4
84889,0
84894,8
84897,13
84903,1
84906,6
84908,3
84909,1
84912,5
84914,1
84917,1
84919,1
84928,1
84940,1
84942,1
84944,1
84946,1
84952,1
84954,1
84956,1
84958,1
84960,1
84961,1
84966,1
84980,1
85007,1
85009,1
85010,1
85014,1
85019,1
85025,1
85034,1
85046,1
85053,1
85055,1
85062,12
85076,1
85078,1
85080,1
85091,1
85106,1
85111,1
85113,1
85124,1
85127,14
85145,1
85159,1
85160,1
85164,1
85169,1
85176,1
85182,1
85189,5
85195,3
85199,1
85210,1
85212,1
85225,1
85228,4
85268,1
85276,1
85282,1
85283,1
85286,1
85287,1
85289,1
85293,11
85296,1
85297,1
85305,1
85316,1
85337,13
85338,12
85339,7
85355,1
85358,1
85362,3
85369,1
85372,1
85387,1
85392,1
85395,1
85400,1
85406,1
85407,1
85408,1
85410,1
85424,1
85425,1
85426,1
85435,1
85437,1
85438,7
85440,1
85441,1
85442,1
85445,1
85447,1
85450,1
85452,1
85466,3
85467,12
85469,1
85470,1
85471,1
85477,1
85485,1
85486,1
85487,1
85490,1
85506,1
85508,1
85521,1
85526,1
85527,1
85528,1
85529,1
85530,8
85532,1
85535,1
85536,1
85538,1
85539,9
85540,1
85541,0
85542,7
85543,10
85544,13
85546,1
85547,1
85548,1
85549,1
85550,1
85551,1
85552,1
85554,1
85584,1
85585,1
85595,1
85597,1
85610,0
85613,13
85619,1
85635,0
85651,5
85652,1
85653,11
85655,1
85656,1
85657,0
85658,3
85659,1
85661,6
85662,0
85663,7
85664,0
85665,1
85666,6
85668,1
85671,10
85677,1
85679,1
85680,1
85681,1
85683,1
85686,7
85690,1
85699,1
85723,1
85749,1
85759,1
85798,1
85799,3
85800,7
85801,1
85802,1
85805,1
85815,1
85821,1
85825,1
85832,1
85833,1
85837,1
85851,1
85855,1
85877,0
85880,1
85884,1
85885,1
85897,1
85899,1
85914,1
85915,1
85922,1
85923,1
85938,1
85942,1
85946,1
85947,1
85954,1
85956,1
85958,1
85960,1
85961,1
85962,1
85967,1
85970,1
85971,1
85972,1
85978,1
85979,1
85988,1
85989,1
85994,1
85996,1
85997,1
85999,1
86006,1
86007,1
86008,1
86010,5
86012,1
86013,1
86014,6
86017,12
86032,1
86039,1
86041,1
86052,1
86059,1
86060,4
86063,1
86064,1
86070,1
86072,5
86073,1
86074,11
86075,1
86076,7
86078,2
86079,11
86080,1
86081,9
86082,1
86086,1
86087,1
86089,1
86090,3
86092,1
86093,1
86095,1
86096,1
86097,1
86098,10
86099,2
86100,7
86101,11
86103,1
86104,5
86105,6
86107,1
86108,1
86109,1
86110,1
86111,10
86113,1
86115,0
86116,11
86117,1
86119,0
86120,1
86121,1
86123,1
86124,0
86125,1
86126,1
86127,1
86128,1
86129,5
86130,1
